report_board,report_datetime,report_title,row_count
Minnesota Board of Pharmacy,4/13/2026 12:00:22 PM,Facility List - PH,2171

facility_name,license_type,license_nbr,description,grant_date,expire_date,address_line1,address_line2,city,county,state,zip,e_mail
"Astrup Drug, Inc (dba) Sterling Drug",PH,266593,Active,06/14/2022,06/30/2026,115 West Jessie St,Ste B,Rushford,Fillmore,MN,55071,sherwood.peterson@sterlingltcrx.com
"Astrup Drug, Inc (dba) Sterling Drug",PH,264419,Active,06/07/2014,06/30/2026,"209 Main Ave, Suite 105",,Adrian,Nobles,MN,56110,amanda.schmitz@astrupcompanies.com
"Astrup Drug, Inc (dba) Sterling Drug",PH,264425,Active,06/07/2014,06/30/2026,511 10th St,,Worthington,Nobles,MN,56187,tina.miller@astrupcompanies.com
"Astrup Drug, Inc (dba) Sterling Drug",PH,264428,Active,06/07/2014,06/30/2026,115 W Jessie St,P.O. Box 370,Rushford,Fillmore,MN,55971,tina.miller@astrupcompanies.com
"Astrup Drug, Inc (dba) Sterling Drug",PH,264433,Active,06/08/2014,06/30/2026,306 Main St,Suite 103,LaCrescent,Houston,MN,55947,scott.kinninger@yoursterlingpharmacy.com
"Astrup Drug, Inc (dba) Sterling Drug",PH,264429,Active,06/07/2014,06/30/2026,700 Division St S,,Northfield,Rice,MN,55057,suzanne.anderson@yoursterlingpharmacy.com
"Astrup Drug, Inc (dba) Sterling Drug",PH,264431,Active,06/08/2014,06/30/2026,1601 State Ave NW,,Owatonna,Steele,MN,55060,kortney.delaney@sterlingltcrx.com
"Astrup Drug, Inc (dba) Sterling Drug",PH,264423,Active,06/07/2014,06/30/2026,615 W Esch Dr,,Caledonia,Houston,MN,55921,amanda.schuttemeier@yoursterlingpharmacy.com
"Astrup Drug, Inc (dba) Sterling Drug #4",PH,264421,Active,06/07/2014,06/30/2026,400 South State St. Ste 50,,Fairmont,Martin,MN,56031,jake.reuter@sterlingdrug.com
"Astrup Drug, Inc (dba) Sterling Drug #5",PH,264432,Active,06/08/2014,06/30/2026,410 Hoffman Drive,,Owatonna,Steele,MN,55060,tina.miller@yoursterlingpharmacy.com
"Astrup Drug, Inc. (dba) Sterling LTC #36",PH,267271,Active,11/04/2025,06/30/2026,1408 Northland Dr.,Suite 204,Mendota Heights,Dakota,MN,55120,rachel.werner@sterlingltcrx.com
"Astrup Drug, Inc. (dba) Sterling LTC Pharmacy #32",PH,267039,Active,11/01/2024,06/30/2026,511 10th Street,Suite B,Worthington,Nobles,MN,56187,amy.paradis@sterlingltcrx.com
"Astrup Drug, Inc. (dba) Sterling Pharmacy",PH,267019,Active,10/15/2024,06/30/2026,1109 W Oakland Ave,,Austin,Mower,MN,55912,dave.brooks@sterlingdrug.com
"Atlas Rx, LLC (dba) Atlas Rx",PH,266880,Active,02/05/2024,06/30/2026,11923 Pacific St,Suite A,Omaha,,NE,68154,scripts@atlaspharmacyrx.com
Aum Pharmaceuticals Inc.,PH,265637,Active,08/17/2018,06/30/2026,710 N Euclid St. Unit 103,,Anaheim,,CA,92801,licensing@aumrx.com
Auro Pharmacies Inc. (dba) Central Drugs,PH,264059,Active,03/05/2013,06/30/2026,520 W La Habra Blvd.,,La Habra,,CA,90631,ashwin@centraldrugsrx.com
"Aurora Pharmacy, Inc. (dba) Aurora Specialty Pharmacy",PH,265421,Active,09/29/2017,06/30/2026,N93 W14575 Whittaker Way,,Menomonee Falls,,WI,53051,brittany.plutchak@aah.org
"AvaCare, Inc.",PH,265391,Active,08/01/2017,06/30/2026,"7355 West Friendly Ave, Suite E",,Greensboro,,NC,27410,erind@avacare.biz
"Avel eCare, LLC (dba) Avel eCare Pharmacy",PH,267056,Active,12/09/2024,06/30/2026,"4103 N Loop 1604 W, Suite 202",,San Antonio,,TX,78249,andrea.darr@avelecare.com
"Avel eCare, LLC (dba) Avel eCare Pharmacy",PH,266383,Active,06/30/2021,06/30/2026,"Avel Ecare, Llc",4500 N Lewis Ave,Sioux Falls,,SD,57104,andrea.darr@avelecare.com
Avera Granite Falls,PH,265988,Active,12/24/2019,06/30/2026,345 10th Ave,,Granite Falls,Yellow Medicine,MN,56241,abigail.passe@avera.org
Avera Marshall (dba) Avera Marshall Regional Medical Center,PH,200532,Active,06/26/1975,06/30/2026,300 South Bruce Street,,Marshall,Lyon,MN,56258,brittany.geihl@avera.org
Avera McKennan (dba) Avera 69th Street Pharmacy,PH,264333,Active,02/12/2014,06/30/2026,"4400 W 69th St, Suite 300",,Sioux Falls,,SD,57108,amanda.funkeplaetz@avera.org
Avera McKennan (dba) Avera 7th Avenue Pharmacy,PH,265554,Active,04/26/2018,06/30/2026,1200 S. 7th Ave. Ste 101,,Sioux Falls,,SD,57105,matthew.toennies@avera.org
Avera McKennan (dba) Avera Compounding Pharmacy,PH,267298,Active,12/05/2025,06/30/2026,4101 W Memory Circle,Suite 115,Sioux Falls,,SD,57107,karen.hoffman@avera.org
Avera McKennan (dba) Avera Dermatology Pharmacy,PH,265029,Active,03/31/2016,06/30/2026,6701 S Minnesota Ave,,Sioux Falls,,SD,57108,taylor.becker@avera.org
Avera McKennan (dba) Avera Long-Term Care Pharmacy,PH,267159,Active,07/15/2025,06/30/2026,4101 W Memory Circle,Suite 120,Sioux Falls,,SD,57107,erin.mcmartin@avera.org
Avera McKennan (dba) Avera McKennan Campus Pharmacy,PH,265030,Active,03/31/2016,06/30/2026,"1325 S Cliff Ave, Suite Cp",,Sioux Falls,,SD,57105,mariah.fickbohm@avera.org
Avera Mckennan (dba) Avera McKennan Home Infusion,PH,267224,Active,10/02/2025,06/30/2026,4101 W Memory Circle,Ste 110,Sioux Falls,,SD,57107,obadiah.scheich@avera.org
Avera McKennan (dba) Avera on Louise Pharmacy,PH,265981,Active,12/06/2019,06/30/2026,6100 S. Louise Ave,Ste 1100,Sioux Falls,,SD,57108,darrel.mutchler@avera.org
Avera McKennan (dba) Avera Specialty Pharmacy,PH,267196,Active,09/15/2025,06/30/2026,4101 W Memory Cr,Ste 135,Sioux Falls,,SD,57107,amy.ross@avera.org
Avera St. Luke's (dba) Avera State Street Pharmacy,PH,266675,Active,11/16/2022,06/30/2026,105 S. State Street,Suite 101,Aberdeen,,SD,57401,darrel.mutchler@avera.org
Avera Tyler,PH,265016,Active,03/15/2016,06/30/2026,240 Willow St,,Tyler,Lincoln,MN,56178,Holly.Rock@avera.org
"Avita Drugs, LLC (dba) Avita Pharmacy 1040",PH,266939,Active,07/01/2024,06/30/2026,"6100 Corporate Blvd., Suite 250",,Baton Rouge,,LA,70808-2723,AVITAPHARMACY1040NOTICES@AVITAPHARMACY.COM
Axis Clinicals LLC,PH,264508,Active,07/15/2014,06/30/2026,1711 Center Ave W,,Dilworth,Clay,MN,56529,l.odegaard@axisclinicals.com
Axtell Rite Value Pharmacy Inc,PH,267330,Active,01/21/2026,06/30/2026,304 1/2 Charlie Dr,,Whitesboro,,TX,76273,accounting@arvpharmacy.com
AZ Pharmacy LLC (dba) Amazon Pharmacy #002,PH,265742,Active,01/28/2019,06/30/2026,3809 E Watkins St,,Phoenix,,AZ,85034,ppx1-facilitypermits@pillpack.com
"B.E. Drug, Inc. (dba) Blue Earth Drug",PH,267290,Active,11/26/2025,06/30/2026,125 S Grove St,,Blue Earth,Faribault,MN,56013,blueearthdrug@bevcomm.net
"B.E. Drug, Inc. (dba) Blue Earth Drug",PH,264466,Active (Conditioned),06/18/2014,01/01/2026,"125 South Grove St, Suite 1",,Blue Earth,Faribault,MN,56013,Blueearthdrug@bevcomm.net
"Babcock Pharmacy, LLC (dba) Premier Pharmacy",PH,266997,Active,09/03/2024,06/30/2026,2425 Babcock Rd Ste. 108A,,San Antonio,,TX,78229,info@premierrxsa.com
Badger Acquisition Of Minnesota LLC (dba) Omnicare of Minnesota,PH,261366,Active,05/01/1996,06/30/2026,4001 Lake Breeze Ave,,Brooklyn Center,Hennepin,MN,55429,permitinfo@cvshealth.com
"Bala Ganapati, Inc. (DBA) Bergen Pharmacy",PH,266857,Active,12/12/2023,06/30/2026,39 E Mount Pleasant Avenue ,,Livingston,,NJ,07039,pharmacist@bergenrx.com
Bamabata Holdings LLC (dba) Aspire Compounding Pharmacy,PH,267165,Active,07/16/2025,06/30/2026,1730 Williams Trace Blvd,STE K,Sugar Land,,TX,77478,pharmacy@aspirecompounding.com
Barakah Business Group Inc. (dba) Darsan Pharmacy,PH,267014,Active,09/24/2024,06/30/2026,"912 E 24th St., Suite B102",,Minneapolis,Hennepin,MN,55404,Darsanpharmacy@gmail.com
Barnesville Drug & Hardware Inc. (dba) Barnesville Drug & Hardware,PH,265010,Active,03/11/2016,06/30/2026,"117 Front St S, Box 542",,Barnesville,Clay,MN,56514,barnesvilledrug@outlook.com
"Basic Home Infusion, LLC",PH,266627,Active,08/30/2022,06/30/2026,1401 Valley Road,4th Floor,Wayne,,NJ,07470,BHI2@slsny.com
"Bayvrio Pharmacy, LLC (dba) Bayvrio Pharmacy",PH,267025,Active,10/18/2024,06/30/2026,7402 N 56th St,Ste 907,Tampa,,FL,33617,ari@bayvrio.com
"Bellicose International, Inc. (dba) Wood River Pharmacy",PH,267072,Active,01/08/2025,06/30/2026,122 W Madison Ave,,Grantsburg,,WI,54840,jill.garrison@onerorx.com
"Belmar Pharmacy Florida, LLC (dba) Belmar Pharmacy",PH,266942,Active,07/12/2024,06/30/2026,2500 Lakepointe Parkway,,Odessa,,FL,33556,Jessica.Michieli@belmarpharma.com
"Benecard Central Fill of FL, LLC",PH,266516,Active,03/01/2022,06/30/2026,27090 Bay Landing Dr,,Bonita Springs,,FL,34135,bcf_licensing@benecard.com
"Benecard Central Fill of PA, LLC (dba) Benecard Central Fill",PH,263424,Active,09/17/2009,06/30/2026,5040 Ritter Road,,Mechanicsburg,,PA,17055,BCF_Licensing@benecard.com
"Best Pet Rx, Inc.",PH,266668,Active,11/04/2022,06/30/2026,10110 Battleview Parkway,Suite 100,Manassas,,VA,20109,vascripts@bestpetrx.com
"Best Veterinary Solutions, Inc. (dba) Best Vet Pharmacy",PH,267326,Active,01/14/2026,06/30/2026,1716 Detoit St.,Suite A,Ellsworth,,IA,50075,bestvetpharmacy@bestvetsolutions.com
Bet Pharm LLC,PH,262567,Active,12/16/2004,06/30/2026,1501 Bull Lea Road,Suite 102B,Lexington,,KY,40511,betpharm@betpharm.com
"Beth Israel Lahey Health Pharmacy, Inc. (dba) BILH Pharmacy Direct",PH,266360,Active,06/11/2021,06/30/2026,Beth Israel Lahey Health Pharmacy Inc.,80 Wilson Way Suite A,Westwood,,MA,02090,bilhpharmacyinc@bilh.org
"Beth Israel Lahey Health Pharmacy, Inc. (dba) BILH Specialty Pharmacy",PH,266361,Active,06/11/2021,06/30/2026,Beth Israel Lahey Health Pharmacy Inc.,80 Wilson Way Suite B,Westwood,,MA,02090,lcattane@bidmc.harvard.edu
Bigfork Valley Hospital Pharmacy,PH,261307,Active,03/12/1996,06/30/2026,258 Pine Tree Drive,P.O. Box 258,Bigfork,Itasca,MN,56628,selioff@bigforkvalley.org
Biologics By McKesson,PH,266444,Active,10/21/2021,06/30/2026,13501 Park Vista Blvd,Suite 150,Fort Worth,,TX,76177,pharmacists@mckesson.com
"Biologics, Inc. (dba) Biologics by McKesson",PH,266704,Active,02/16/2023,06/30/2026,11800 Weston Parkway,,Cary,,NC,27513,mckessonlicensing@mckesson.com
"Biologics, Inc. (dba) Biologics by McKesson",PH,267292,Active,11/26/2025,06/30/2026,"170 Clermont Road, Suite D",,Shepherdsville,,KY,40165,mckessonlicensing@mckesson.com
"BioPlus Specialty Infusion CA, LLC (dba) BioPlus Specialty Infusion CA",PH,265271,Active,02/13/2017,06/30/2026,19110 Van Ness Ave,,Torrance,,CA,90501,compliance@krogerhealth.com
"BioPlus Specialty Pharmacy Services, LLC",PH,267046,Active,11/18/2024,06/30/2026,4900 Prospectus Dr,STE 300,Durham,,NC,27713,License@bioplusrx.com
"BioPlus Specialty Pharmacy Services, LLC",PH,266867,Active,01/02/2024,06/30/2026,4740 Victory Lane,Suite C,Indianapolis,,IN,46203,License@bioplusrx.com
"BioPlus Specialty Pharmacy Services, LLC",PH,266849,Active,11/15/2023,06/30/2026,145 S. 79th St.,Suite 70,Chandler,,AZ,85226,license@BioPlusrx.com
"BioPlus Specialty Pharmacy Services, LLC",PH,266085,Active,05/28/2020,06/30/2026,376 Northlake Blvd,,Altamonte Spring,,FL,32701,license@bioplusrx.com
"Bioplus Specialty Pharmacy, Inc",PH,264195,Active,08/20/2013,06/30/2026,"3200 Lake Emma Rd, Suite 1000",,Lake Mary,,FL,32746,compliance@krogerhealth.com
Biotek Remedys Inc,PH,265352,Active,07/01/2017,06/30/2026,2 Penns Way Suite 404,,New Castle,,DE,19720,credentialing@biotekrx.com
Birdi Inc,PH,267357,Active,03/04/2026,06/30/2026,7970 S. Kyrene Rd.,,Tempe,,AZ,85284,Pharmlicense@birdirx.com
"Birdi, Inc.",PH,266877,Active,02/01/2024,06/30/2026,7835 Freedom Avenue NW,,North Canton,,OH,44720,pharmlicense@birdirx.com
"Birdi, Inc.",PH,266893,Active,03/15/2024,06/30/2026,43811 Plymouth Oaks Blvd,,Plymouth,,MI,48170,pharmlicense@birdirx.com
"Black Forest Pharmacy Services, LTD (dba) GuidePoint Pharmacy #101",PH,261373,Active,07/01/1996,06/30/2026,"108 S 6th Street, Suite 1",,Brainerd,Crow Wing,MN,56401,mike.brd@guidepointpharmacy.com
"Blend Labs Rx, LLC",PH,266829,Active,09/29/2023,06/30/2026,115-02 Liberty Ave,Suite 200,South Richmond Hill,,NY,11419,info@blendlabsrx.com
Blink Health Pharmacy LLC (dba) BlinkRx PGH,PH,266564,Active,05/05/2022,06/30/2026,5 Penn Center West,Suite 200 & 500,Pittsburgh,,PA,15276,heather.condon@blinkhealth.com
"Blink Health Pharmacy, LLC",PH,267065,Active,12/20/2024,06/30/2026,400 S. Woods Mill Road,Suite 100,Chesterfield,,MO,63017,licensing@blinkhealth.com
Blondell Rx NY LLC,PH,265392,Active,08/04/2017,06/30/2026,1642 Eastchester Road,,Bronx,,NY,10461,quickrxblondell@qrgroup.com
Blondell Rx NY LLC (dba) Quick Rx,PH,266623,Active,08/19/2022,06/30/2026,1047 Surf Avenue,2nd Fl,Brooklyn,,NY,11224,blondell-ltc@qrpgroup.com
Bloomington Drug Co.,PH,265507,Active,02/21/2018,06/30/2026,509 West 98th St,,Bloomington,Hennepin,MN,55420,jeff@bloomingtondrug.com
"Blue Door Pharmacies, LLC (dba) Shady Grove Pharmacy",PH,267128,Active,05/12/2025,06/30/2026,15225 Shady Grove Rd,Suite 101,Rockville,,MD,20850,sheila@shadygroverx.com
"Blue Stone 4 Pharmacy, LLC (dba) Green Stone Rx",PH,267278,Active,11/12/2025,06/30/2026,"861 SW 8th St., #101",,Miami,,FL,33130,pharmacylicenses@greenstonerx.com
"Boa Vida Hospital of Aberdeen, MS, LLC (dba) Monroe Regional Hospital or MRH Outpatient Pharmacy",PH,267062,Active,12/17/2024,06/30/2026,502 Jackson St,Ste 1,Aberdeen,,MS,39730,pharmacy@monroeregionalhospital.com
Bois Forte Reservation Tribal Government (dba) Bois Forte Medical Clinic Pharmacy,PH,261489,Active,09/17/1997,06/30/2026,5219 St John's Drive,,Nett Lake,Koochiching,MN,55771,julie.skoglund@boisforte-nsn.gov
Bois Forte Reservation Tribal Government (dba) Vermilion Pharmacy,PH,265249,Active,01/13/2017,06/30/2026,1613 Farm Rd S,,Tower,St Louis,MN,55790,megan.henderson@boisforte-nsn.gov
"Bond Pharmacy, Inc. (dba) Advanced Infusion Solutions",PH,266012,Active,02/14/2020,06/30/2026,18451 Dallas Parkway,Suite 125,Dallas,,TX,75287,licensingdalit@aiscaregroup.com
"Bond Pharmacy, Inc. (dba) Advanced Infusion Solutions",PH,265874,Active,06/25/2019,06/30/2026,623 Highland Colony Parkway,Suite 100,Ridgeland,,MS,39157,licensingrdg@aiscaregroup.com
Boston Medical Center Corporation (dba) Cornerstone Health Solutions,PH,265892,Active,07/03/2019,06/30/2026,41 Teed Drive,,Randolph,,MA,02368,estefania.lewis@bmc.org
"Boswell Pharmacy Services, LLC",PH,263516,Active,04/27/2010,06/30/2026,131 Schoolhouse Road,,Jennerstown,,PA,15547,jmartella@boswellpharmacy.com
"BPoint Pharmacy Services, LTD (dba) GuidePoint Pharmacy",PH,265767,Active,04/01/2019,06/30/2026,"30833 North Star Dr, Ste 2",,Breezy Point,Crow Wing,MN,56472,mike.bp@guidepointpharmacy.com
"Brainerd Medical Center, Inc. (dba) Essentia Health Baxter Pharmacy",PH,263792,Active,11/18/2011,06/30/2026,13060 Isle Dr,,Baxter,Crow Wing,MN,56425,AmbulatoryPharmacyServices@EssentiaHealth.org
"Brainerd Medical Center, Inc. (dba) Essentia Health Brainerd Pharmacy",PH,262949,Active,01/03/2007,06/30/2026,2024 South 6th Street,,Brainerd,Crow Wing,MN,56401,AmbulatoryPharmacyServices@EssentiaHealth.org
"Brainerd Medical Center, Inc. (dba) Essentia Health Brainerd St. Joseph's Pharmacy",PH,266526,Active,03/07/2022,06/30/2026,523 N 3rd Street,Ste 1224,Brainerd,Crow Wing,MN,56401,AmbulatoryPharmacyServices@essentiahealth.org
"Brainerd Medical Center, Inc. (dba) Essentia Health Deerwood Pharmacy",PH,266725,Active,05/02/2023,06/30/2026,24087 Cuyuna St.,Suite 100,Deerwood,Crow Wing,MN,56444,AmbulatoryPharmacyServices@EssentiaHealth.org
"Brainerd Medical Center, Inc. (dba) Essentia Health Pequot Lakes Pharmacy",PH,265816,Active,06/28/2019,06/30/2026,30581 Patriot Avenue Suite A,,Pequot Lakes,Crow Wing,MN,56472,AmbulatoryPharmacyServices@EssentiaHealth.org
"Brainerd Medical Center, Inc. (dba) Essentia Health Pine River Pharmacy",PH,265817,Active,06/28/2019,06/30/2026,280 Barclay Avenue West,Suite 1100,Pine River,Cass,MN,56474,AmbulatoryPharmacyServices@EssentiaHealth.org
"Brainerd Medical Center, Inc. (dba) Essentia Health Staples Pharmacy",PH,266946,Active,07/16/2024,06/30/2026,"301 2nd Avenue NW, Suite 1010",,Staples,Wadena,MN,56479,AmbulatoryPharmacyServices@EssentiaHealth.org
"Braun Pharma, LLC (dba) Braun Pharmacare",PH,266078,Active,05/12/2020,06/30/2026,1919 N Clybourn Ave,,Chicago,,IL,60614,Alissa@braunrx.com
Breckenridge Drug P.A. (dba) Breckenridge Drug,PH,266280,Active,02/04/2021,06/30/2026,116 N 5th St,,Breckenridge,Wilkin,MN,56520,markb@702com.net
Bridges Medical Center (dba) Essentia Health Ada,PH,264875,Active,12/10/2015,06/30/2026,201 Ninth St West,,Ada,Norman,MN,56510,janna.engel@essentiahealth.org
"Brightly Pharmacy Care, Inc.",PH,264721,Active,06/01/2015,06/30/2026,"1239 Payne Ave, Suite 202",,St Paul,Ramsey,MN,55130,brightlypharmacy@gmail.com
"Bronson Village Drug, Inc. (dba) Aurora Long Term Care",PH,266688,Active,12/13/2022,06/30/2026,25344 Red Arrow Hwy,,Mattawan,,MI,49071,admin@auroraltc.com
"Buderer Drug Company, Inc. (dba) Buderer Drug Co.",PH,265625,Active,07/23/2018,06/30/2026,633 Hancock Street,,Sandusky,,OH,44870,matt@BudererDrug.com
"Bux Healthcare, Inc. (dba) Family Pharmacy",PH,266396,Active,07/21/2021,06/30/2026,17510 N Us Highway 41,,Lutz,,FL,33549,license@buxhealthcare.com
By Blend LLC,PH,267231,Active,10/10/2025,06/30/2026,6171 Huntley Rd,STE J,Columbus,,OH,43229,pharmacy@blendpharmacy.com
"Byram Healthcare Centers, Inc.",PH,266958,Active,07/22/2024,06/30/2026,1340 Storm Parkway,,Los Angeles,,CA,90501,credentialing@byramhealthcare.com
"Byram Healthcare Centers, Inc.",PH,265011,Active,03/11/2016,06/30/2026,3793 S State St,,Salt Lake City,,UT,84115,areece@byramhealthcare.com
"C3 HealthcareRx, LLC (dba) C3 HealthcareRx",PH,266804,Active,08/21/2023,06/30/2026,909 Aviation Parkway,Ste 400,Morrisville,,NC,27560,svoos@c3healthcarerx.com
Cadre Labs LLC,PH,267209,Active,09/23/2025,06/30/2026,1911 Church St,,Nashville,,TN,37203,pharmacist@cadre-labs.com
California Pet Pharmacy (dba) CPP Health,PH,263731,Active,07/01/2011,06/30/2026,3157 Corporate Pl,,Hayward,,CA,94545,cpprxpic@yahoo.com
"Cameron Medical Outreach, Inc. (dba) Cameron Retail Pharmacy",PH,267132,Active,05/27/2025,06/30/2026,306 E Maumee St, Suite 106,Angola,,IN,46703,hdenney@cameronmch.com
"Canby Drug & Gift, Inc.",PH,260659,Active,01/01/1990,06/30/2026,130 St. Olaf Avenue North,,Canby,Yellow Medicine,MN,56220,CANBYRX@FRONTIERNET.NET
"CAP RX, Inc. (dba) Central Avenue Pharmacy",PH,264301,Active,01/16/2014,06/30/2026,133 15th St,,Pacific Grove,,CA,93950,compliance@caprx.com
Capsule Idaho LLC,PH,267185,Active,08/26/2025,06/30/2026,"9050 W. Overland Rd., Suite 245",,Boise,,ID,83709,licensing@capsule.com
Capsule Minneapolis LLC (dba) Capsule Pharmacy,PH,265955,Active,10/30/2019,06/30/2026,"117 Washington Ave N, Suite 100",,Minneapolis,Hennepin,MN,55401,licensing@capsule.com
"Cardinal Health 128, LLC (dba) MMS Solutions",PH,266143,Active,07/23/2020,06/30/2026,239 Mason Road,,Lavergne,,TN,37086,licensure@cardinalhealth.com
"Cardinal Health 414, LLC",PH,264604,Active,12/03/2014,06/30/2026,"7920 Georgetown Rd, Suite 100",,Indianapolis,,IN,46268,keith.koontz@cardinalhealth.com
"Cardinal Health 414, LLC",PH,264133,Active,06/19/2013,06/30/2026,1603 N. C Avenue,,Sioux Falls,,SD,57104,Nick.Bettinger@cardinalhealth.com
"Cardinal Health 414, LLC",PH,264073,Active,03/21/2013,06/30/2026,"10400 E 48th Ave, Suite C",,Denver,,CO,80238,Brad.Stoltz@cardinalhealth.com
"Cardinal Health 414, LLC",PH,262236,Active,01/15/2003,06/30/2026,"1933 West County Rd C2, Suite 100",,Roseville,Ramsey,MN,55113,evan.mcallister@cardinalhealth.com
"Cardinal Health 414, LLC",PH,262239,Active,11/19/2002,06/30/2026,1610 30th Avenue South,,Moorhead,Clay,MN,56560,daniel.bohmer@cardinalhealth.com
"Cardinal Health 414, LLC (dba) Cardinal Health",PH,266649,Active,10/11/2022,06/30/2026,30 Murray Hill Parkway,Suite 400,East Rutherford,,NJ,07073,rebecca.huachan@cardinalhealth.com
"Cardinal Health Pharmacy Services, LLC",PH,266708,Active,02/22/2023,06/30/2026,7000 Cardinal Place,Suite 1D,Dublin,,OH,43017,thomas.deeds@cardinalhealth.com
Care Direct Rx LLC,PH,266206,Active,10/09/2020,06/30/2026,7895 Highway 119,Suite 1,Alabaster,,AL,35007,info@caredirectrx.com
"Care-Fill LTC, Inc. (dba) Care-Fill LTC",PH,266860,Active,12/18/2023,06/30/2026,28 Conneaut Lake Rd,,Greenville,,PA,16125,mshellenbarger@wfprx.com
"CareCenter Pharmacy, LLC (dba) CarePlus CVS/pharmacy #2937",PH,263239,Active,09/11/2008,06/30/2026,3M Center Bldg. 222-1N1,,St Paul,Ramsey,MN,55144,rx02937@cvshealth.com
CareFirst Specialty Pharmacy LLC,PH,267117,Active,04/08/2025,06/30/2026,400 Fellowship Rd,Ste 100,Mount Laurel,,NJ,08054,info@cfspharmacy.com
"CarelonRx Pharmacy, Inc",PH,266808,Active,09/12/2023,06/30/2026,4821 North Stone Ave.,Suite C,Tucson,,AZ,85704,parixit.modi@carelon.com
"Caremark Arizona Specialty Pharmacy, LLC (dba) CVS/specialty",PH,266238,Active,12/01/2020,06/30/2026,"2700 West Frye Road, Suite 200",,Chandler,,AZ,85224,permitinfo@cvshealth.com
"Caremark North Carolina Specialty Pharmacy, LLC (dba) CVS/Specialty",PH,266116,Active,06/24/2020,06/30/2026,10700 World Trade Blvd,Suite 110,Raleigh,,NC,27617,permitinfo@cvshealth.com
"Caremark, L.L.C (dba) CVS Specialty #48640",PH,266246,Active,12/07/2020,06/30/2026,"Caremark, Llc",10302 W Emerald Street,Boise,,ID,83704,permitinfo@cvshealth.com
"Caremark, L.L.C. (dba) CVS/Caremark",PH,262564,Active,10/27/2004,06/30/2026,7034 Alamo Downs Parkway,,San Antonio,,TX,78238,permitinfo@cvshealth.com
"Caremark, L.L.C. (dba) CVS/caremark",PH,262393,Active,12/31/2003,06/30/2026,"9310 South Park Center Loop, Suite 200",,Orlando,,FL,32819,permitinfo@cvshealth.com
